motif_id	subtype	correlation	pvalue
ZNF235_M07605_2.00	2GAMBDQ_norm	-0.09190659805860314	0.0018342232103767413
ATF1_ATF1_HUMAN.H11MO.0.B	PU24GB8_lumB	-0.5808227693152959	0.001863001998526018
PRDM6_M08277_2.00	PU24GB8_lumB	-0.11170191592566427	0.0019469100244184393
ZNF705G_M07763_2.00	S6R691V_her2	-0.4090622943427405	0.002131697180743565
ZNF98_M08380_2.00	PU24GB8_lumB	-0.11997796964656608	0.0021325247422906268
ONECUT1_MA0679.2	PU24GB8_lumB	-0.31195522695680755	0.0023341873318549573
CTCF_M07913_2.00	ANAB5F7_basal	-0.21397355717740418	0.0023470678478104186
MYNN_M08283_2.00	S6R691V_her2	-0.31669390087939553	0.002357077986027786
ZSCAN29_M08271_2.00	S6R691V_her2	-0.4967356874228594	0.002402487998987211
CTCF_M07894_2.00	S6R691V_her2	-0.19960378035743306	0.002462481836955268
HNF4A_M08219_2.00	98JKPD8_lumA	-0.27940677560962984	0.002494242465802926
KLF9_KLF9_HUMAN.H11MO.0.C	ANAB5F7_basal	-0.176390686097826	0.0025297388795128876
SOX5_SOX5_HUMAN.H11MO.0.C	98JKPD8_lumA	-0.5222572854607843	0.0025806130542111163
IRF3_IRF3_HUMAN.H11MO.0.B	PU24GB8_lumB	-0.11662772506003927	0.002593826922326177
ZNF320_MA1976.1	98JKPD8_lumA	-0.12548355645357778	0.0026202706908832296
CTCF_M07892_2.00	2GAMBDQ_norm	-0.23899927469220877	0.002657888388870851
KLF4_KLF4_HUMAN.H11MO.0.A	ANAB5F7_basal	-0.21501975650377858	0.0028159622512225462
ZNF613_M07646_2.00	S6R691V_her2	-0.15450386851288947	0.0028464708337048636
CTCF_M07876_2.00	ANAB5F7_basal	-0.22539664056293182	0.0028674419875366433
KLF1_KLF1_HUMAN.H11MO.0.A	ANAB5F7_basal	-0.156615598322203	0.0028858183114724265
CTCF_M07887_2.00	ANAB5F7_basal	-0.21761560072027203	0.002924405629834052
ZNF449_M08344_2.00	PU24GB8_lumB	-0.16497021625812183	0.002941514166997096
ZN121_ZN121_HUMAN.H11MO.0.C	ANAB5F7_basal	-0.15777816259075692	0.002953773006180771
MEF2A_M08212_2.00	98JKPD8_lumA	0.7312793069926498	0.0029592098030343733
ZNF487_M07782_2.00	98JKPD8_lumA	-0.09576012932380341	0.0029781812573920117
ZNF571_M07658_2.00	ANAB5F7_basal	-0.1333241880898207	0.002987351384001799
CTCF_M07906_2.00	ANAB5F7_basal	-0.2236345925731965	0.0030136411705747024
CTCF_M07923_2.00	ANAB5F7_basal	-0.23014587323468516	0.003030136528052628
ZNF45_M08304_2.00	ANAB5F7_basal	-0.37615746341109035	0.003056178269944484
HNF4G_M08155_2.00	S6R691V_her2	-0.26323724758007255	0.0032641639858199335
EGR3_M08349_2.00	2GAMBDQ_norm	-0.2580789436033822	0.003395732202736943
ZN320_ZN320_HUMAN.H11MO.0.C	2GAMBDQ_norm	-0.15318837690450066	0.0034351408392510473
CTCF_M07888_2.00	ANAB5F7_basal	-0.24457420441442848	0.00358825558739508
ZN250_ZN250_HUMAN.H11MO.0.C	S6R691V_her2	-0.28804829866096976	0.0036592994084539083
ZNF384_M08306_2.00	PU24GB8_lumB	-0.22363648809940787	0.003670169034475184
ZNF681_M07698_2.00	S6R691V_her2	0.2904440545059078	0.0037176738665518484
TEAD4_MA0809.2	2GAMBDQ_norm	0.34943002099697346	0.0037513557351485467
KLF5_M08086_2.00	S6R691V_her2	-0.19698694763727542	0.0038134402244843196
IRF3_IRF3_HUMAN.H11MO.0.B	S6R691V_her2	-0.11178752490401561	0.003897267422548879
CTCF_M07912_2.00	ANAB5F7_basal	-0.2226972780925724	0.003928105644716616
CTCF_M07894_2.00	ANAB5F7_basal	-0.19013797944645194	0.00395694078500491
CTCF_M07869_2.00	ANAB5F7_basal	-0.21482067327011828	0.004087180712590963
ZNF567_M07692_2.00	ANAB5F7_basal	-0.11754345594817776	0.004090168873415364
EGR1_MA0162.4	ANAB5F7_basal	-0.1823630184440033	0.004107474035642754
JUND_M07818_2.00	2GAMBDQ_norm	-0.37446296241370225	0.004108457400685211
ZBTB12_M08389_2.00	PU24GB8_lumB	0.44374557730205316	0.004129314638057244
CTCF_M07894_2.00	PU24GB8_lumB	-0.18913758763053476	0.004155200788782431
CTCF_M07899_2.00	PU24GB8_lumB	-0.2038317308377797	0.004163025321270809
FOXA1_FOXA1_HUMAN.H11MO.0.A	S6R691V_her2	-0.26312971621185177	0.004320347670638338
ZNF79_M07697_2.00	ANAB5F7_basal	-0.1521895710693494	0.0043218523901229575
CREM_MA0609.2	ANAB5F7_basal	-0.4578099794823437	0.004383578776657316
NR1D1_NR1D1_HUMAN.H11MO.0.B	2GAMBDQ_norm	-0.166215136069708	0.004400326897356083
CTCF_M07862_2.00	ANAB5F7_basal	-0.17846638854384866	0.0044061320722936885
ZNF287_M07590_2.00	S6R691V_her2	-0.08297983745750905	0.004423217892785284
ZNF649_M07738_2.00	S6R691V_her2	-0.3882908379763747	0.004448413373364315
ZNF418_MA1980.1	ANAB5F7_basal	-0.2567771975785099	0.004468236160296348
ZNF41_M08313_2.00	PU24GB8_lumB	-0.13105708432527033	0.004470184024853282
ZSCAN16_M08377_2.00	ANAB5F7_basal	-0.16732040437055953	0.004549951487497952
GATA4_GATA4_HUMAN.H11MO.0.A	S6R691V_her2	-0.45560128655590576	0.004601725986925786
ZNF223_M07654_2.00	ANAB5F7_basal	-0.23954733272864734	0.004658161862468379
CREM_MA0609.2	2GAMBDQ_norm	-0.45443543720520224	0.004720618025701103
CTCF_M07894_2.00	2GAMBDQ_norm	-0.18565062870562468	0.004918168445294441
ZNF620_M07648_2.00	PU24GB8_lumB	-0.19228946967854632	0.0049619997029029216
CTCF_M07879_2.00	ANAB5F7_basal	-0.20723523109511252	0.005000026109259114
ZNF225_M07776_2.00	PU24GB8_lumB	-0.0947366398169404	0.005087582877211136
CTCF_M07895_2.00	ANAB5F7_basal	-0.18556288472971413	0.00513406895773945
SP2_M08092_2.00	ANAB5F7_basal	-0.13534906628892485	0.00513799613178407
ZNF449_MA1656.1	2GAMBDQ_norm	-0.2304219806848762	0.0051416737407028595
ZBTB7A_MA0750.2	ANAB5F7_basal	0.30083149254880787	0.005148700281629732
KLF10_M08246_2.00	ANAB5F7_basal	-0.2035374979502251	0.005206394777265937
KLF4_M08243_2.00	ANAB5F7_basal	-0.2035374979502251	0.005206394777265937
KLF5_MA0599.1	S6R691V_her2	-0.18937575272773605	0.005231750342047984
ZBTB48_M08391_2.00	S6R691V_her2	-0.4005751267076512	0.005268502111054283
ZNF449_M08344_2.00	ANAB5F7_basal	-0.1546404150310943	0.005349024572916205
EGR1_M07927_2.00	ANAB5F7_basal	-0.12923394358112225	0.005403701721505436
CTCF_M07918_2.00	2GAMBDQ_norm	-0.21263294700101842	0.005654391314106112
ZNF570_M07635_2.00	S6R691V_her2	-0.13203962100664474	0.005702134885999223
IRF3_IRF3_HUMAN.H11MO.0.B	ANAB5F7_basal	-0.10701599764987321	0.0057372875270823385
ZNF33B_M07710_2.00	PU24GB8_lumB	0.21799690064824176	0.005772581965387667
KLF14_M08398_2.00	ANAB5F7_basal	-0.1613968295114137	0.005789205291718794
CREM_MA0609.2	98JKPD8_lumA	-0.4440131826305672	0.005906961852805032
MEF2A_MA0052.4	2GAMBDQ_norm	-0.21471928483860872	0.0059154070352442235
GATA1_MA0035.4	ANAB5F7_basal	-0.4753169640556069	0.005973062919744805
ZNF587_M07746_2.00	S6R691V_her2	-0.21706527348556706	0.005989782833182324
ZNF384_MA1125.1	S6R691V_her2	-0.14827266595126942	0.006010570219076597
FOXA1_FOXA1_HUMAN.H11MO.0.A	ANAB5F7_basal	-0.2530625010556041	0.006128758408179061
ZN449_ZN449_HUMAN.H11MO.0.C	PU24GB8_lumB	-0.24523952292720835	0.0062579996418338805
ZN121_ZN121_HUMAN.H11MO.0.C	S6R691V_her2	-0.14496448947155674	0.006364208464439176
FOXA1_MA0148.4	S6R691V_her2	-0.2883412550114544	0.006443309113648865
CTCF_M07892_2.00	ANAB5F7_basal	-0.21723986154116048	0.006447416332392472
ZIK1_M07633_2.00	2GAMBDQ_norm	-0.18931834037422973	0.006554269374234778
SP2_SP2_HUMAN.H11MO.0.A	ANAB5F7_basal	-0.09170246860041442	0.006576751422785928
CTCF_M07917_2.00	ANAB5F7_basal	-0.21305960114428332	0.006655883380909303
EHF_MA0598.3	98JKPD8_lumA	0.2196151325764568	0.006740301184678777
GATA1_M07963_2.00	98JKPD8_lumA	-0.4686119857698801	0.006826782472499511
CTCF_M07872_2.00	ANAB5F7_basal	-0.21173512432580247	0.006834198864839229
ZNF135_M07647_2.00	ANAB5F7_basal	-0.27976739802990314	0.006915123550731119
ZNF418_M07712_2.00	PU24GB8_lumB	-0.10322169415520231	0.006936089129979787
GATA6_GATA6_HUMAN.H11MO.0.A	S6R691V_her2	-0.3886466405873074	0.006939837211373412
OVOL1_OVOL1_HUMAN.H11MO.0.C	ANAB5F7_basal	-0.5575566661840197	0.007017563648827734
SPI1_M07945_2.00	PU24GB8_lumB	-0.17321872307833056	0.0070282397276744835
ZNF487_M07782_2.00	S6R691V_her2	-0.08693227090527367	0.007036915587850909
NR2F2_M08223_2.00	ANAB5F7_basal	-0.3961683087950385	0.007059903471397586
CTCF_M07915_2.00	98JKPD8_lumA	-0.2017015408895485	0.007098688843729851
CREB1_M08066_2.00	PU24GB8_lumB	-0.49719013705460385	0.007107705527415686
CTCF_M07914_2.00	ANAB5F7_basal	-0.2029571002324686	0.007233386942120272
ZNF620_M07648_2.00	ANAB5F7_basal	-0.18394075650023675	0.007245716715884856
ZFP14_MA1972.1	ANAB5F7_basal	-0.18139960659339835	0.007247567936177012
CTCF_M07895_2.00	PU24GB8_lumB	-0.17810534615391604	0.007271270852167133
MEF2A_M08212_2.00	2GAMBDQ_norm	0.6808866925535292	0.007347612532816505
ZSC31_ZSC31_HUMAN.H11MO.0.C	98JKPD8_lumA	-0.16587535448553742	0.007354175870101946
GATA3_M07965_2.00	S6R691V_her2	-0.36726914611929273	0.007398711418845683
ZBTB12_M08269_2.00	ANAB5F7_basal	-0.35414072060156176	0.00741158127911238
EGR1_M07929_2.00	ANAB5F7_basal	-0.12494031195497315	0.007427804820039893
CREB1_CREB1_HUMAN.H11MO.0.A	2GAMBDQ_norm	-0.5018233197569152	0.007652981725070669
ATF1_ATF1_HUMAN.H11MO.0.B	2GAMBDQ_norm	-0.5106984689129239	0.007677484478286452
KLF3_KLF3_HUMAN.H11MO.0.B	ANAB5F7_basal	-0.10694453951240666	0.007794335846218128
ZNF547_M08315_2.00	PU24GB8_lumB	-0.3267625787331402	0.007891337544827966
CDX2_CDX2_HUMAN.H11MO.0.A	PU24GB8_lumB	-0.3500872178972743	0.00816906612125577
RXRA_RXRA_HUMAN.H11MO.0.A	2GAMBDQ_norm	-0.12108284327716197	0.008317171690853312
SP2_M07932_2.00	ANAB5F7_basal	-0.2582581455119364	0.008441345590528521
CTCF_M07922_2.00	98JKPD8_lumA	-0.23460333155670998	0.00845213241247909
OSR2_MA1646.1	98JKPD8_lumA	-0.2569393578682819	0.008464240073991443
PRDM9_MA1723.1	2GAMBDQ_norm	-0.0951835326021463	0.008473490475146082
MEF2C_M08149_2.00	ANAB5F7_basal	-0.22088034941379173	0.008487051861344356
REL_REL_HUMAN.H11MO.0.B	ANAB5F7_basal	-0.23525299160429577	0.008534552698491678
ZNF384_M08090_2.00	S6R691V_her2	-0.14183963685895826	0.008718661144743378
ZNF449_M08344_2.00	2GAMBDQ_norm	-0.14572579833304797	0.008719114406406466
CTCF_M07902_2.00	2GAMBDQ_norm	-0.2097216845480624	0.008816938350648564
CTCF_M07864_2.00	2GAMBDQ_norm	-0.20258350357434218	0.008855522154597416
IRF1_M08142_2.00	S6R691V_her2	-0.11432966734279751	0.008871746170081558
ZKSC1_ZKSC1_HUMAN.H11MO.0.B	98JKPD8_lumA	-0.2202998869120609	0.008910529133114553
CTCF_M07920_2.00	ANAB5F7_basal	-0.20023558188043475	0.009048056315969255
ZNF613_M07646_2.00	PU24GB8_lumB	-0.13516867027418222	0.009141403517465143
ZNF418_M08376_2.00	PU24GB8_lumB	-0.22114194288769437	0.00914583923658125
ZNF343_M07569_2.00	ANAB5F7_basal	-0.3201984230333707	0.009314694590834099
REST_M07850_2.00	PU24GB8_lumB	-0.22793431997310623	0.00937876908070891
ZNF225_M07776_2.00	ANAB5F7_basal	-0.08782759436230743	0.009423239502158197
CTCF_M07918_2.00	ANAB5F7_basal	-0.19943941965476283	0.00954691477428022
ZNF418_M08376_2.00	ANAB5F7_basal	-0.2191752658152945	0.009800494934980489
EGR2_M08302_2.00	2GAMBDQ_norm	-0.2486506911658205	0.009807395620208562
GATA3_M07965_2.00	PU24GB8_lumB	-0.35501064699606744	0.009808508271663316
ZNF487_M07782_2.00	ANAB5F7_basal	-0.08331268026164787	0.009809401994801363
ZNF41_ZNF41_HUMAN.H11MO.0.C	PU24GB8_lumB	-0.15320384605544848	0.009847581284399718
KLF6_KLF6_HUMAN.H11MO.0.A	ANAB5F7_basal	-0.09345857151050678	0.0100392938246934
GFI1B_GFI1B_HUMAN.H11MO.0.A	PU24GB8_lumB	-0.3411724637414764	0.010075418589682682
ZNF519_M08255_2.00	ANAB5F7_basal	0.3100647045683548	0.010075949455144086
ZNF274_M07933_2.00	PU24GB8_lumB	-0.2159758852166681	0.010106191223891276
MEF2A_M08213_2.00	S6R691V_her2	-0.3535952696748443	0.010126201595656846
ZNF146_M08329_2.00	2GAMBDQ_norm	-0.34085836776706524	0.0101490772903766
CTCF_M07894_2.00	98JKPD8_lumA	-0.1697690954651899	0.010227651740560317
YY1_M08288_2.00	S6R691V_her2	-0.32638367445823735	0.010254657573657466
AP2A_AP2A_HUMAN.H11MO.0.A	PU24GB8_lumB	-0.17885498379645398	0.010291493707357357
MAFK_M07841_2.00	S6R691V_her2	0.2722140676044686	0.010295904420603689
ZNF766_M07699_2.00	98JKPD8_lumA	-0.5338659062551162	0.010494958995777307
ZNF281_MA1630.2	S6R691V_her2	-0.1435936649426201	0.010721734726797763
ZNF235_M07605_2.00	98JKPD8_lumA	-0.07525733805685862	0.01078444936283584
GFI1B_GFI1B_HUMAN.H11MO.0.A	S6R691V_her2	-0.33813685414914596	0.010807045812537162
ZNF101_M07663_2.00	S6R691V_her2	-0.19672618688900403	0.01083057070687085
FOXK1_M08120_2.00	ANAB5F7_basal	-0.2817037880640491	0.010842018361669245
NFIA_NFIA_HUMAN.H11MO.0.C	ANAB5F7_basal	-0.20142330078039788	0.01089774655873161
CREM_MA0609.2	PU24GB8_lumB	-0.41326587429303024	0.01101245176444364
ZBTB6_ZBTB6_HUMAN.H11MO.0.C	2GAMBDQ_norm	0.2063295270848474	0.011029536125794989
P53_P53_HUMAN.H11MO.0.A	PU24GB8_lumB	-0.20808284810891137	0.011154691269902775
ZNF44_M07731_2.00	ANAB5F7_basal	-0.11713093809735549	0.011216265935831367
ZN449_ZN449_HUMAN.H11MO.0.C	2GAMBDQ_norm	-0.22794471629856272	0.011222564053099364
ELF1_MA0473.3	98JKPD8_lumA	0.19731687563687475	0.011324911654782013
PRDM1_M07845_2.00	PU24GB8_lumB	-0.2149200921978859	0.011359896165694895
USF2_USF2_HUMAN.H11MO.0.A	2GAMBDQ_norm	0.2497117045677192	0.01137002805768824
MAX_MAX_HUMAN.H11MO.0.A	2GAMBDQ_norm	0.3002571888141748	0.01155455260317048
ZNF384_M08306_2.00	S6R691V_her2	-0.19486693457945792	0.011617277163346606
KLF15_MA1513.1	ANAB5F7_basal	-0.19448723771002768	0.011783979428314804
ZNF675_MA1714.1	ANAB5F7_basal	-0.19219585351161958	0.011789713105318123
CTCF_M07884_2.00	ANAB5F7_basal	-0.1919667452138506	0.011892520157144277
ZN317_ZN317_HUMAN.H11MO.0.C	PU24GB8_lumB	-0.2594224252425233	0.012035823450371174
FOSL1_FOSL1_HUMAN.H11MO.0.A	PU24GB8_lumB	-0.294409852186103	0.012061661843677044
RXRA_M07994_2.00	PU24GB8_lumB	-0.2004884818828319	0.01237357784177985
CTCF_M07880_2.00	ANAB5F7_basal	-0.20647928155207815	0.012712196503832691
YY1_M08288_2.00	2GAMBDQ_norm	-0.3172420438740378	0.012731341240541866
PPARA_PPARA_HUMAN.H11MO.0.B	PU24GB8_lumB	-0.19408921819976438	0.012764576868006071
CREB1_CREB1_HUMAN.H11MO.0.A	98JKPD8_lumA	-0.47257190471897254	0.012804765765272355
ZNF134_M08392_2.00	98JKPD8_lumA	-0.2500385726289405	0.013025437779949977
SCRT2_MA0744.2	ANAB5F7_basal	-0.26506108982701826	0.013097139246768221
ZNF124_M07702_2.00	98JKPD8_lumA	-0.19059946822325255	0.013333439819821201
ZFP14_MA1972.1	98JKPD8_lumA	-0.16734734531510606	0.013356442309467607
IKZF1_IKZF1_HUMAN.H11MO.0.C	98JKPD8_lumA	0.23413080748759316	0.01338803827543269
CREB1_CREB1_HUMAN.H11MO.0.A	PU24GB8_lumB	-0.4693116434441074	0.013525021924116492
HNF4G_HNF4G_HUMAN.H11MO.0.B	PU24GB8_lumB	-0.24997952957934483	0.013532597443066107
IKZF1_IKZF1_HUMAN.H11MO.0.C	S6R691V_her2	0.23368284169682696	0.013571512906143605
ZNF418_M07712_2.00	S6R691V_her2	-0.09433607735001119	0.01364823477398718
PHOX2B_MA0681.2	S6R691V_her2	-0.23129718336191665	0.013704886505337757
MYNN_M08283_2.00	PU24GB8_lumB	-0.25882922422690574	0.01376734630075289
CTCF_M07907_2.00	PU24GB8_lumB	-0.1812672449963562	0.013796951563001146
STAT6_STAT6_HUMAN.H11MO.0.B	2GAMBDQ_norm	0.277668465319593	0.013842815295529663
FOXP1_MA0481.3	98JKPD8_lumA	-0.28452314330226186	0.014014109241459804
PAX5_M08160_2.00	ANAB5F7_basal	-0.3418006603548441	0.014093780992061333
ZNF8_M07781_2.00	S6R691V_her2	-0.4749203987789198	0.01421932446229856
NEUROG2_MA1642.1	S6R691V_her2	-0.25755871465793256	0.014255516498239054
CTCF_M07891_2.00	PU24GB8_lumB	-0.16962674965323182	0.01430841402585567
ZNF680_M08343_2.00	2GAMBDQ_norm	-0.16863434070526365	0.014416847718591197
ZNF554_M08341_2.00	PU24GB8_lumB	-0.13416712601776218	0.01442539801403896
CTCF_M07897_2.00	ANAB5F7_basal	-0.20127824638523237	0.014500927682840262
FEZF1_FEZF1_HUMAN.H11MO.0.C	ANAB5F7_basal	-0.1917526277619218	0.01450768126145416
FOXA1_MA0148.4	ANAB5F7_basal	-0.25967554103810087	0.014557238806158121
ZNF281_MA1630.2	ANAB5F7_basal	-0.13745707108650404	0.014625483694597697
ZNF449_MA1656.1	98JKPD8_lumA	-0.2016258719767215	0.01466972633539427
HLF_MA0043.3	98JKPD8_lumA	-0.33663294961819556	0.014680396355485582
CTCFL_M08089_2.00	ANAB5F7_basal	-0.17097825577229803	0.014727594727276257
JUND_M08068_2.00	98JKPD8_lumA	-0.3105401065406226	0.014860107817625083
CTCF_M07874_2.00	98JKPD8_lumA	-0.18643153569940873	0.014924079537344169
ZNF567_M07692_2.00	S6R691V_her2	-0.09968442166067037	0.014994472023593703
ZBTB7A_M08095_2.00	ANAB5F7_basal	0.2612458396982733	0.015115666965835479
FEZF1_FEZF1_HUMAN.H11MO.0.C	2GAMBDQ_norm	-0.19039701174751664	0.015231165991013129
CTCF_M07882_2.00	ANAB5F7_basal	-0.2508815941336494	0.015282207704960525
CREB1_M08066_2.00	2GAMBDQ_norm	-0.4536202614254889	0.015330137477868494
ZNF789_M07750_2.00	2GAMBDQ_norm	-0.2172787863385511	0.015348755884768514
CTCF_M07895_2.00	S6R691V_her2	-0.1609110662925242	0.015460431845469002
ZNF418_M07712_2.00	98JKPD8_lumA	-0.09260798282768674	0.015477314535761654
ZNF17_M07681_2.00	PU24GB8_lumB	-0.13750732649551758	0.015569112841976556
ZNF33B_M07710_2.00	98JKPD8_lumA	0.19155046793522776	0.015574251264241307
ZNF101_M07663_2.00	98JKPD8_lumA	-0.18690199422124842	0.015583959646713429
ZN680_ZN680_HUMAN.H11MO.0.C	PU24GB8_lumB	-0.19781204725467694	0.015596917733317193
ATF3_M07825_2.00	2GAMBDQ_norm	-0.5203024018317269	0.015607740730212163
CTCF_M07885_2.00	2GAMBDQ_norm	-0.18307039504104294	0.015609112979662231
FOXP1_M08115_2.00	ANAB5F7_basal	-0.278212420934128	0.01565565667982104
E2F3_E2F3_HUMAN.H11MO.0.A	PU24GB8_lumB	-0.2299571938636426	0.015660126587744527
RORA_RORA_HUMAN.H11MO.0.C	98JKPD8_lumA	-0.19445114183901904	0.015669331631570624
ZNF418_MA1980.1	S6R691V_her2	-0.2187383976584461	0.015934489598699947
ZNF766_M07699_2.00	S6R691V_her2	-0.5069316869565413	0.016047238985588314
JUND_MA0492.1	98JKPD8_lumA	-0.32324711482099255	0.016074622716542277
STAT3_M08015_2.00	PU24GB8_lumB	-0.22113985703371242	0.016106412724899176
E2F6_E2F6_HUMAN.H11MO.0.A	ANAB5F7_basal	-0.16428472347414763	0.01614726131166688
KLF5_MA0599.1	ANAB5F7_basal	-0.16351305908057873	0.016154388452919208
ZN250_ZN250_HUMAN.H11MO.0.C	98JKPD8_lumA	-0.23952541671272184	0.01638656182278423
ZIK1_M07633_2.00	PU24GB8_lumB	-0.16730088539466192	0.016500157043657992
